ID,fixed acidity,wine type,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2704,7.6,white,0.48,0.31,9.4,0.046,6.0,194.0,0.99714,3.07,0.61,9.4,5
2705,7.6,red,0.685,0.23,2.3,0.111,20.0,84.0,0.9964,3.21,0.61,9.3,5
2706,6.9,white,0.22,0.37,15.0,0.053,59.0,178.0,0.9992,3.37,0.82,9.5,7
2707,6.7,white,0.25,0.23,7.2,0.038,61.0,220.0,0.9952,3.14,0.35,9.5,5
2708,7.4,red,0.67,0.12,1.6,0.186,5.0,21.0,0.996,3.39,0.54,9.5,5
2709,6.8,white,0.21,0.4,6.3,0.032,40.0,121.0,0.99214,3.18,0.53,12.0,7
2710,6.1,white,0.32,0.33,10.7,0.036,27.0,98.0,0.99521,3.34,0.52,10.2,6
2711,7.7,red,0.61,0.18,2.4,0.083,6.0,20.0,0.9963,3.29,0.6,10.2,6
2712,6.8,white,0.24,0.4,1.8,0.047,34.0,105.0,0.99,3.13,0.49,12.8,8
2713,7.1,red,0.34,0.28,2.0,0.082,31.0,68.0,0.99694,3.45,0.48,9.4,5
2714,6.6,white,0.34,0.4,8.1,0.046,68.0,170.0,0.99494,3.15,0.5,9.53333333333333,6
2715,6.2,white,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,8
2716,6.7,white,0.27,0.25,8.0,0.053,54.0,202.0,0.9961,3.22,0.43,9.3,5
2717,6.9,red,0.49,0.19,1.7,0.079,13.0,26.0,0.99547,3.38,0.64,9.8,6
2718,9.3,white,0.31,0.49,1.3,0.042,34.0,147.0,0.9948,3.11,0.46,9.8,5
2719,6.8,red,0.61,0.2,1.8,0.077,11.0,65.0,0.9971,3.54,0.58,9.3,5
2720,5.7,white,0.41,0.21,1.9,0.048,30.0,112.0,0.99138,3.29,0.55,11.2,6
2721,6.9,white,0.16,0.3,9.6,0.057,50.0,185.0,0.9978,3.39,0.38,9.6,6
2722,6.5,red,0.58,0.0,2.2,0.096,3.0,13.0,0.99557,3.62,0.62,11.5,4
2723,7.7,red,0.56,0.2,2.0,0.075,9.0,39.0,0.9987,3.48,0.62,9.3,5
2724,7.2,white,0.15,0.39,1.8,0.043,21.0,159.0,0.9948,3.52,0.47,10.0,5
2725,6.6,white,0.25,0.34,3.0,0.054,22.0,141.0,0.99338,3.26,0.47,10.4,6
2726,6.0,red,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,6
2727,8.3,red,1.02,0.02,3.4,0.084,6.0,11.0,0.99892,3.48,0.49,11.0,3
2728,7.0,white,0.32,0.35,1.5,0.039,24.0,125.0,0.9918,3.17,0.64,12.2,6
2729,6.9,red,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,9.25,6
2730,5.5,white,0.17,0.23,2.9,0.039,10.0,108.0,0.99243,3.28,0.5,10.0,5
2731,8.7,white,0.31,0.73,14.35,0.044,27.0,191.0,1.00013,2.96,0.88,8.7,5
2732,7.2,white,0.19,0.39,1.2,0.036,32.0,85.0,0.9918,3.16,0.5,10.5,5
2733,6.6,white,0.38,0.15,4.6,0.044,25.0,78.0,0.9931,3.11,0.38,10.2,6
2734,8.9,red,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7
2735,6.3,white,0.36,0.5,8.3,0.053,51.0,202.0,0.9955,3.2,0.51,9.6,6
2736,6.9,white,0.3,0.21,15.7,0.056,49.0,159.0,0.99827,3.11,0.48,9.0,5
2737,5.9,white,0.26,0.3,1.0,0.036,38.0,114.0,0.9928,3.58,0.48,9.4,5
2738,9.9,red,0.53,0.57,2.4,0.093,30.0,52.0,0.9971,3.19,0.76,11.6,7
2739,7.4,white,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7
2740,6.6,white,0.31,0.37,6.2,0.052,13.0,164.0,0.99602,3.24,0.39,8.8,4
2741,6.0,white,0.27,0.31,5.0,0.043,54.0,170.0,0.9924,3.28,0.52,11.0,6
2742,7.6,white,0.17,0.36,4.5,0.042,26.0,102.0,0.99427,3.09,0.47,9.5,5
2743,7.2,white,0.31,0.24,1.4,0.057,17.0,117.0,0.9928,3.16,0.35,10.5,5
2744,5.7,white,0.21,0.32,1.6,0.03,33.0,122.0,0.99044,3.33,0.52,11.9,6
2745,9.4,red,0.5,0.34,3.6,0.082,5.0,14.0,0.9987,3.29,0.52,10.7,6
2746,6.2,white,0.3,0.2,6.6,0.045,42.0,170.0,0.9944,3.36,0.45,10.4,6
2747,7.7,white,0.34,0.58,11.1,0.039,41.0,151.0,0.9978,3.06,0.49,8.6,5
2748,6.7,white,0.18,0.19,4.7,0.046,57.0,161.0,0.9946,3.32,0.66,10.5,6
2749,7.8,white,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,3.16,0.38,9.0,6
2750,7.1,white,0.27,0.24,12.6,0.044,48.0,118.0,0.99726,3.04,0.56,10.0,7
2751,7.4,white,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7
2752,7.1,white,0.25,0.39,2.1,0.036,30.0,124.0,0.9908,3.28,0.43,12.2,8
2753,7.3,white,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
2754,5.6,white,0.34,0.25,2.5,0.046,47.0,182.0,0.99093,3.21,0.4,11.3,5
2755,6.9,white,0.24,0.39,1.3,0.063,18.0,136.0,0.9928,3.31,0.48,10.4,7
2756,9.1,red,0.25,0.34,2.0,0.071,45.0,67.0,0.99769,3.44,0.86,10.2,7
2757,6.8,white,0.22,0.31,6.3,0.035,33.0,170.0,0.9918,3.24,0.66,12.6,6
2758,7.5,white,0.18,0.39,1.9,0.054,23.0,91.0,0.9941,3.27,0.45,10.3,6
2759,6.4,white,0.38,0.24,7.2,0.047,41.0,151.0,0.99604,3.11,0.6,9.2,5
2760,8.1,white,0.12,0.38,0.9,0.034,36.0,86.0,0.99026,2.8,0.55,12.0,6
2761,8.8,white,0.39,0.34,5.9,0.055,33.0,128.0,0.9927,2.95,0.51,11.8,6
2762,7.4,red,0.64,0.17,5.4,0.168,52.0,98.0,0.99736,3.28,0.5,9.5,5
2763,6.1,white,0.15,0.29,6.2,0.046,39.0,151.0,0.99471,3.6,0.44,10.6,6
2764,8.5,white,0.24,0.39,10.4,0.044,20.0,142.0,0.9974,3.2,0.53,10.0,6
2765,8.9,red,0.745,0.18,2.5,0.077,15.0,48.0,0.99739,3.2,0.47,9.7,6
2766,6.8,white,0.24,0.34,4.6,0.032,37.0,135.0,0.9927,3.2,0.39,10.6,5
2767,6.3,white,0.3,0.48,7.4,0.053,34.0,149.0,0.99472,3.18,0.53,9.8,5
2768,7.4,white,0.4,0.29,5.4,0.044,31.0,122.0,0.994,3.3,0.5,11.1,8
2769,7.3,white,0.18,0.29,1.2,0.044,12.0,143.0,0.9918,3.2,0.48,11.3,7
2770,7.2,white,0.685,0.21,9.5,0.07,33.0,172.0,0.9971,3.0,0.55,9.1,6
2771,10.3,red,0.34,0.52,2.8,0.159,15.0,75.0,0.9998,3.18,0.64,9.4,5
2772,6.1,white,0.55,0.15,9.8,0.031,19.0,125.0,0.9957,3.36,0.47,10.2,6
2773,7.0,white,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7
2774,6.5,white,0.32,0.23,8.5,0.051,20.0,138.0,0.9943,3.03,0.42,10.7,5
2775,6.8,white,0.11,0.27,8.6,0.044,45.0,104.0,0.99454,3.2,0.37,9.9,6
2776,4.2,white,0.17,0.36,1.8,0.029,93.0,161.0,0.98999,3.65,0.89,12.0,7
2777,6.8,white,0.26,0.22,4.8,0.041,110.0,198.0,0.99437,3.29,0.67,10.6,5
2778,6.6,white,0.31,0.38,16.05,0.058,16.0,165.0,0.9997,3.38,0.6,9.2,5
2779,7.1,white,0.26,0.37,5.5,0.025,31.0,105.0,0.99082,3.06,0.33,12.6,8
2780,4.8,white,0.34,0.0,6.5,0.028,33.0,163.0,0.9939,3.36,0.61,9.9,6
2781,10.0,white,0.23,0.27,14.1,0.033,45.0,166.0,0.9988,2.72,0.43,9.7,6
2782,11.6,red,0.23,0.57,1.8,0.074,3.0,8.0,0.9981,3.14,0.7,9.9,6
2783,9.7,white,0.24,0.49,4.9,0.032,3.0,18.0,0.99368,2.85,0.54,10.0,6
2784,7.0,white,0.34,0.1,3.5,0.044,17.0,63.0,0.9937,3.01,0.39,9.2,5
2785,8.7,red,0.41,0.41,6.2,0.078,25.0,42.0,0.9953,3.24,0.77,12.6,7
2786,8.8,red,0.48,0.41,3.3,0.092,26.0,52.0,0.9982,3.31,0.53,10.5,6
2787,7.4,white,0.21,0.8,12.3,0.038,77.0,183.0,0.99778,2.95,0.48,9.0,5
2788,7.2,white,0.19,0.31,6.3,0.034,17.0,103.0,0.99305,3.15,0.52,11.4,7
2789,7.0,white,0.25,0.32,9.0,0.046,56.0,245.0,0.9955,3.25,0.5,10.4,6
2790,6.8,red,0.48,0.08,1.8,0.074,40.0,64.0,0.99529,3.12,0.49,9.6,5
2791,7.7,red,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,6
2792,6.6,white,0.41,0.16,1.4,0.037,28.0,160.0,0.99167,2.95,0.45,10.6,6
2793,6.5,white,0.22,0.28,3.7,0.059,29.0,151.0,0.99177,3.23,0.41,12.1,7
2794,6.0,white,0.17,0.29,5.0,0.028,25.0,108.0,0.99076,3.14,0.34,12.3,6
2795,7.1,white,0.47,0.29,14.8,0.024,22.0,142.0,0.99518,3.12,0.48,12.0,8
2796,11.2,red,0.28,0.56,1.9,0.075,17.0,60.0,0.998,3.16,0.58,9.8,6
2797,6.3,white,0.33,0.42,17.2,0.037,57.0,170.0,0.99884,3.26,0.57,9.4,6
2798,5.6,white,0.28,0.4,6.1,0.034,36.0,118.0,0.99144,3.21,0.43,12.1,7
2799,6.0,white,0.26,0.5,2.2,0.048,59.0,153.0,0.9928,3.08,0.61,9.8,5
2800,6.8,white,0.27,0.22,8.1,0.034,55.0,203.0,0.9961,3.19,0.52,8.9,5
2801,6.3,white,0.2,0.24,1.7,0.052,36.0,135.0,0.99374,3.8,0.66,10.8,6
2802,5.7,white,0.22,0.29,3.5,0.04,27.0,146.0,0.98999,3.17,0.36,12.1,6
2803,7.2,white,0.4,0.49,1.1,0.048,11.0,138.0,0.9929,3.01,0.42,9.3,5
2804,6.7,white,0.47,0.34,8.9,0.043,31.0,172.0,0.9964,3.22,0.6,9.2,5
2805,6.5,white,0.16,0.34,1.4,0.029,29.0,133.0,0.99108,3.33,0.64,11.5,7
2806,6.7,white,0.25,0.74,19.4,0.054,44.0,169.0,1.0004,3.51,0.45,9.8,6
2807,6.4,white,0.35,0.51,7.8,0.055,53.0,177.0,0.99502,3.12,0.45,9.6,5
2808,7.5,white,0.23,0.35,17.8,0.058,128.0,212.0,1.00241,3.44,0.43,8.9,5
2809,6.8,white,0.21,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,8.7,5
2810,6.6,red,0.61,0.0,1.6,0.069,4.0,8.0,0.99396,3.33,0.37,10.4,4
2811,6.3,white,0.4,0.24,5.1,0.036,43.0,131.0,0.99186,3.24,0.44,11.3,6
2812,11.5,red,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,6
2813,7.0,white,0.55,0.05,8.0,0.036,19.0,164.0,0.99269,3.26,0.46,12.2,6
2814,6.5,white,0.41,0.24,14.0,0.048,24.0,113.0,0.9982,3.44,0.53,9.8,6
2815,7.2,red,1.0,0.0,3.0,0.102,7.0,16.0,0.99586,3.43,0.46,10.0,5
2816,7.2,white,0.27,0.27,2.4,0.048,30.0,149.0,0.9936,3.1,0.51,9.2,6
2817,6.6,white,0.23,0.3,14.9,0.051,33.0,118.0,0.99835,3.04,0.54,9.0,6
2818,6.5,white,0.33,0.3,3.8,0.036,34.0,88.0,0.99028,3.25,0.63,12.5,7
2819,9.2,white,0.23,0.35,10.7,0.037,34.0,145.0,0.9981,3.09,0.32,9.7,5
2820,6.8,white,0.28,0.34,7.5,0.035,34.0,177.0,0.99692,3.33,0.43,9.1,5
2821,6.1,white,0.36,0.33,1.1,0.05,24.0,169.0,0.9927,3.15,0.78,9.5,6
2822,7.1,white,0.21,0.37,2.4,0.026,23.0,100.0,0.9903,3.15,0.38,11.4,7
2823,7.4,white,0.19,0.3,12.8,0.053,48.5,212.0,0.9986,3.14,0.49,9.1,7
2824,9.0,red,0.4,0.43,2.4,0.068,29.0,46.0,0.9943,3.2,0.6,12.2,6
2825,6.4,red,0.795,0.0,2.2,0.065,28.0,52.0,0.99378,3.49,0.52,11.6,5
2826,5.8,white,0.31,0.31,7.5,0.052,55.0,230.0,0.9949,3.19,0.46,9.8,5
2827,5.6,white,0.26,0.27,10.6,0.03,27.0,119.0,0.9947,3.4,0.34,10.7,7
2828,6.5,white,0.29,0.31,1.7,0.035,24.0,79.0,0.99053,3.27,0.69,11.4,7
2829,9.6,white,0.655,0.21,2.0,0.039,21.0,120.0,0.99188,3.0,1.0,12.6,6
2830,6.5,white,0.29,0.26,7.0,0.04,18.0,113.0,0.99366,3.17,0.38,10.2,6
2831,7.2,red,0.56,0.26,2.0,0.083,13.0,100.0,0.99586,3.26,0.52,9.9,5
2832,6.0,white,0.17,0.33,6.0,0.036,30.0,111.0,0.99362,3.32,0.58,10.1333333333333,7
2833,7.4,white,0.25,0.37,13.5,0.06,52.0,192.0,0.9975,3.0,0.44,9.1,5
2834,7.9,white,0.22,0.38,8.0,0.043,46.0,152.0,0.9934,3.12,0.32,11.5,7
2835,5.4,white,0.45,0.27,6.4,0.033,20.0,102.0,0.98944,3.22,0.27,13.4,8
2836,7.7,white,0.34,0.27,8.8,0.063,39.0,184.0,0.9969,3.09,0.63,9.2,6
2837,5.5,white,0.12,0.33,1.0,0.038,23.0,131.0,0.99164,3.25,0.45,9.8,5
2838,5.0,white,0.17,0.56,1.5,0.026,24.0,115.0,0.9906,3.48,0.39,10.8,7
2839,6.8,white,0.25,0.18,1.4,0.056,13.0,137.0,0.9935,3.11,0.42,9.5,5
2840,7.1,white,0.35,0.27,3.1,0.034,28.0,134.0,0.9897,3.26,0.38,13.1,7
2841,6.8,white,0.41,0.3,8.8,0.045,28.0,131.0,0.9953,3.12,0.59,9.9,5
2842,5.8,white,0.3,0.09,6.3,0.042,36.0,138.0,0.99382,3.15,0.48,9.7,5
2843,6.5,red,0.88,0.03,5.6,0.079,23.0,47.0,0.99572,3.58,0.5,11.2,4
2844,6.6,white,0.12,0.25,1.4,0.039,21.0,131.0,0.99114,3.2,0.45,11.2,7
2845,6.4,white,0.105,0.29,1.1,0.035,44.0,140.0,0.99142,3.17,0.55,10.7,7
2846,7.5,white,0.18,0.31,11.7,0.051,24.0,94.0,0.997,3.19,0.44,9.5,7
2847,11.9,red,0.58,0.58,1.9,0.071,5.0,18.0,0.998,3.09,0.63,10.0,6
2848,6.9,white,0.26,0.38,10.5,0.044,33.0,139.0,0.99517,3.06,0.5,10.3,6
2849,7.3,white,0.145,0.33,1.1,0.042,14.0,64.0,0.99012,3.1,0.37,11.8,7
2850,6.0,white,0.27,0.26,1.3,0.038,32.0,138.0,0.99125,3.46,0.43,11.1,6
2851,7.0,white,0.46,0.39,6.2,0.039,46.0,163.0,0.9928,3.21,0.35,12.2,7
2852,6.0,white,0.35,0.51,1.2,0.029,10.0,102.0,0.9903,3.46,0.42,11.9,6
2853,7.0,white,0.3,0.49,4.7,0.036,17.0,105.0,0.9916,3.26,0.68,12.4,7
2854,8.4,white,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82,8.9,6
2855,7.1,red,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,6
2856,7.7,white,0.44,0.24,11.2,0.031,41.0,167.0,0.9948,3.12,0.43,11.3,7
2857,6.7,white,0.28,0.31,7.4,0.041,7.0,81.0,0.99254,3.04,0.47,11.4,8
2858,6.4,white,0.38,0.26,8.2,0.043,28.0,98.0,0.99234,2.99,0.31,11.4,6
2859,12.7,red,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5
2860,5.0,white,0.27,0.4,1.2,0.076,42.0,124.0,0.99204,3.32,0.47,10.1,6
2861,6.5,white,0.28,0.28,20.4,0.041,40.0,144.0,1.0002,3.14,0.38,8.7,5
2862,7.3,white,0.4,0.26,5.45,0.016,26.0,90.0,0.98951,2.84,0.54,13.2,7
2863,7.7,red,0.965,0.1,2.1,0.112,11.0,22.0,0.9963,3.26,0.5,9.5,5
2864,7.1,white,0.28,0.28,8.5,0.03,25.0,191.0,0.99338,3.16,0.46,12.2,7
2865,7.0,white,0.14,0.49,5.9,0.053,22.0,118.0,0.9954,3.36,0.36,9.4,6
2866,7.6,red,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,6
2867,8.4,white,0.57,0.44,10.7,0.051,46.0,195.0,0.9981,3.15,0.51,10.4,5
2868,7.3,red,0.39,0.31,2.4,0.074,9.0,46.0,0.9962,3.41,0.54,9.4,6
2869,6.6,white,0.25,0.31,12.4,0.059,52.0,181.0,0.9984,3.51,0.47,9.8,6
2870,7.5,white,0.2,0.49,1.3,0.031,8.0,97.0,0.9918,3.06,0.62,11.1,5
2871,7.5,white,0.28,0.34,4.2,0.028,36.0,116.0,0.991,2.99,0.41,12.3,8
2872,7.2,white,0.36,0.36,5.7,0.038,26.0,98.0,0.9914,2.93,0.59,12.5,7
2873,6.9,white,0.33,0.31,7.7,0.04,29.0,135.0,0.99226,3.11,0.57,12.3,5
2874,7.6,red,0.68,0.02,1.3,0.072,9.0,20.0,0.9965,3.17,1.08,9.2,4
2875,8.8,red,0.59,0.18,2.9,0.089,12.0,74.0,0.99738,3.14,0.54,9.4,5
2876,6.8,white,0.32,0.18,7.5,0.041,71.0,223.0,0.9959,3.14,0.41,8.9,5
2877,8.9,red,0.59,0.5,2.0,0.337,27.0,81.0,0.9964,3.04,1.61,9.5,6
2878,9.6,red,0.41,0.37,2.3,0.091,10.0,23.0,0.99786,3.24,0.56,10.5,5
2879,7.4,white,0.26,0.31,7.6,0.047,52.0,177.0,0.9962,3.13,0.45,8.9,6
2880,7.9,red,0.65,0.01,2.5,0.078,17.0,38.0,0.9963,3.34,0.74,11.7,7
2881,7.3,red,0.55,0.01,1.8,0.093,9.0,15.0,0.99514,3.35,0.58,11.0,7
2882,7.2,white,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,3.12,0.38,9.0,7
2883,7.6,red,0.665,0.1,1.5,0.066,27.0,55.0,0.99655,3.39,0.51,9.3,5
2884,7.8,white,0.23,0.28,4.75,0.042,45.0,166.0,0.9928,2.96,0.4,11.5,5
2885,6.0,white,0.14,0.37,1.2,0.032,63.0,148.0,0.99185,3.32,0.44,11.2,5
2886,8.6,white,0.2,0.42,1.5,0.041,35.0,125.0,0.9925,3.11,0.49,11.4,7
2887,6.5,white,0.18,0.48,18.0,0.054,56.0,183.0,1.00038,2.98,0.61,8.5,6
2888,8.2,white,0.52,0.34,1.2,0.042,18.0,167.0,0.99366,3.24,0.39,10.6,5
2889,7.4,white,0.24,0.31,8.4,0.045,52.0,183.0,0.9963,3.09,0.32,8.8,5
2890,7.0,red,0.655,0.16,2.1,0.074,8.0,25.0,0.99606,3.37,0.55,9.7,5
2891,8.5,white,0.25,0.27,4.7,0.031,31.0,92.0,0.9922,3.01,0.33,12.0,6
2892,6.4,white,0.475,0.06,1.0,0.03,9.0,131.0,0.9904,2.97,0.29,10.8,5
2893,7.9,white,0.18,0.49,5.2,0.051,36.0,157.0,0.9953,3.18,0.48,10.6,6
2894,6.0,white,0.31,0.38,4.8,0.04,41.0,101.0,0.98968,3.24,0.56,13.1,6
2895,8.0,red,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,5
2896,6.2,white,0.24,0.27,2.9,0.039,30.0,123.0,0.98959,3.12,0.37,12.8,6
2897,6.3,red,0.39,0.16,1.4,0.08,11.0,23.0,0.9955,3.34,0.56,9.3,5
2898,6.9,white,0.29,0.23,8.6,0.056,56.0,215.0,0.9967,3.17,0.44,8.8,5
2899,6.8,white,0.27,0.32,1.5,0.044,19.0,142.0,0.9921,3.1,0.43,9.9,6
2900,9.1,white,0.28,0.49,2.0,0.059,10.0,112.0,0.9958,3.15,0.46,10.1,5
2901,5.9,white,0.36,0.04,5.7,0.046,21.0,87.0,0.9934,3.22,0.51,10.2,5
2902,4.8,white,0.33,0.0,6.5,0.028,34.0,163.0,0.9937,3.35,0.61,9.9,5
2903,6.4,white,0.32,0.27,4.9,0.034,18.0,122.0,0.9916,3.36,0.71,12.5,6
2904,6.9,white,0.44,0.42,8.5,0.048,10.0,147.0,0.9974,3.32,0.46,9.5,6
2905,7.1,white,0.33,0.64,13.2,0.056,12.0,105.0,0.9972,3.05,0.39,9.2,5
2906,8.9,white,0.24,0.33,15.75,0.035,16.0,132.0,0.996,3.0,0.37,12.1,6
2907,6.2,white,0.25,0.38,7.9,0.045,54.0,208.0,0.99572,3.17,0.46,9.1,5
2908,6.3,white,0.27,0.18,7.7,0.048,45.0,186.0,0.9962,3.23,0.47,9.0,5
2909,6.4,white,0.105,0.29,1.1,0.035,44.0,140.0,0.99142,3.17,0.55,10.7,7
2910,8.3,red,0.58,0.13,2.9,0.096,14.0,63.0,0.9984,3.17,0.62,9.1,6
2911,7.8,red,0.53,0.04,1.7,0.076,17.0,31.0,0.9964,3.33,0.56,10.0,6
2912,5.7,white,0.28,0.36,1.8,0.041,38.0,90.0,0.99002,3.27,0.98,11.9,7
2913,6.5,white,0.38,0.53,1.4,0.142,5.0,69.0,0.9926,3.14,0.52,10.1,4
2914,7.2,white,0.39,0.63,11.0,0.044,55.0,156.0,0.9974,3.09,0.44,8.7,6
2915,6.1,white,0.32,0.24,1.5,0.036,38.0,124.0,0.9898,3.29,0.42,12.4,7
2916,6.7,white,0.29,0.49,4.7,0.034,35.0,156.0,0.9945,3.13,0.45,9.9,6
2917,7.2,white,0.25,0.19,8.0,0.044,51.0,172.0,0.9964,3.16,0.44,9.2,5
2918,6.4,red,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,5
2919,5.8,white,0.27,0.27,12.3,0.045,55.0,170.0,0.9972,3.28,0.42,9.3,6
2920,5.2,white,0.37,0.33,1.2,0.028,13.0,81.0,0.9902,3.37,0.38,11.7,6
2921,6.0,white,0.26,0.24,1.3,0.053,66.0,150.0,0.9924,3.21,0.62,10.4,6
2922,7.3,white,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,3.03,0.42,9.0,6
2923,6.4,red,0.57,0.12,2.3,0.12,25.0,36.0,0.99519,3.47,0.71,11.3,7
2924,7.3,white,0.19,0.27,1.6,0.027,35.0,136.0,0.99248,3.38,0.54,11.0,7
2925,6.8,white,0.18,0.28,9.8,0.039,29.0,113.0,0.99406,3.11,0.45,10.9,7
2926,8.3,white,0.33,0.43,9.2,0.046,22.0,126.0,0.9982,3.38,0.47,9.3,5
2927,6.5,white,0.26,0.34,16.3,0.051,56.0,197.0,1.0004,3.49,0.42,9.8,5
2928,7.4,red,0.785,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52,9.6,6
2929,6.4,white,0.41,0.01,6.1,0.048,20.0,70.0,0.99362,3.19,0.42,10.0,5
2930,6.3,white,0.35,0.3,5.7,0.035,8.0,97.0,0.9927,3.27,0.41,11.0,7
2931,7.0,white,0.22,0.26,9.2,0.027,37.0,122.0,0.99228,3.06,0.34,12.5,8
2932,6.4,white,0.42,0.46,8.4,0.05,58.0,180.0,0.99495,3.18,0.46,9.7,6
2933,9.7,red,0.66,0.34,2.6,0.094,12.0,88.0,0.99796,3.26,0.66,10.1,5
2934,5.7,white,0.18,0.36,1.2,0.046,9.0,71.0,0.99199,3.7,0.68,10.9,7
2935,6.0,white,0.39,0.26,2.7,0.038,39.0,187.0,0.99325,3.41,0.5,10.8,6
2936,7.2,white,0.24,0.29,3.0,0.036,17.0,117.0,0.99411,3.36,0.68,10.1,6
2937,7.5,white,0.2,0.47,16.9,0.052,51.0,188.0,0.99944,3.09,0.62,9.3,5
2938,11.7,red,0.28,0.47,1.7,0.054,17.0,32.0,0.99686,3.15,0.67,10.6,7
2939,7.8,white,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,6
2940,6.8,white,0.27,0.42,7.3,0.054,58.0,200.0,0.99556,3.12,0.49,9.4,6
2941,7.5,white,0.28,0.78,12.1,0.041,53.0,161.0,0.99838,2.98,0.44,8.7,5
2942,7.6,white,0.3,0.37,1.6,0.087,27.0,177.0,0.99438,3.09,0.5,9.8,5
2943,7.7,red,0.51,0.28,2.1,0.087,23.0,54.0,0.998,3.42,0.74,9.2,5
2944,7.1,white,0.24,0.41,17.8,0.046,39.0,145.0,0.9998,3.32,0.39,8.7,5
2945,8.5,white,0.28,0.34,13.8,0.041,32.0,161.0,0.9981,3.13,0.4,9.9,6
2946,7.4,red,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7
2947,6.8,red,0.57,0.0,2.5,0.072,32.0,64.0,0.99491,3.43,0.56,11.2,6
2948,5.8,white,0.28,0.66,9.1,0.039,26.0,159.0,0.9965,3.66,0.55,10.8,5
2949,6.8,white,0.34,0.69,1.3,0.058,12.0,171.0,0.9931,3.06,0.47,9.7,5
2950,7.5,red,0.49,0.19,1.9,0.076,10.0,44.0,0.9957,3.39,0.54,9.7,5
2951,8.9,white,0.27,0.34,10.7,0.029,19.5,166.0,0.99669,3.13,0.48,10.6,5
2952,6.4,white,0.35,0.28,12.6,0.039,19.0,124.0,0.99539,3.2,0.43,10.6,6
2953,7.4,red,0.36,0.3,1.8,0.074,17.0,24.0,0.99419,3.24,0.7,11.4,8
2954,7.1,white,0.2,0.27,9.6,0.037,19.0,105.0,0.99444,3.04,0.37,10.5,7
2955,7.1,red,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,5
2956,6.5,white,0.26,0.31,3.6,0.03,36.0,92.0,0.99026,3.22,0.62,12.6,8
2957,6.9,white,0.25,0.47,8.4,0.042,36.0,156.0,0.99604,3.15,0.55,9.4,6
2958,6.8,white,0.32,0.21,2.2,0.044,15.0,68.0,0.9932,3.17,0.39,9.4,6
2959,5.0,white,0.235,0.27,11.75,0.03,34.0,118.0,0.9954,3.07,0.5,9.4,6
2960,11.0,red,0.2,0.48,2.0,0.343,6.0,18.0,0.9979,3.3,0.71,10.5,5
2961,12.4,red,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61,9.5,5
2962,7.0,white,0.23,0.36,13.0,0.051,72.0,177.0,0.9972,3.16,0.49,9.8,5
2963,7.0,white,0.17,0.31,4.8,0.034,34.0,132.0,0.9944,3.36,0.48,9.6,7
2964,8.6,white,0.37,0.7,12.15,0.039,21.0,158.0,0.9983,3.0,0.73,9.3,6
2965,6.9,white,0.4,0.42,6.2,0.066,41.0,176.0,0.99552,3.12,0.54,9.4,5
2966,7.9,white,0.18,0.37,3.0,0.061,25.0,178.0,0.995,3.22,0.51,10.0,6
2967,9.5,red,0.55,0.66,2.3,0.387,12.0,37.0,0.9982,3.17,0.67,9.6,5
2968,8.9,white,0.21,0.34,7.1,0.037,33.0,150.0,0.9962,3.1,0.45,9.7,6
2969,5.1,white,0.21,0.28,1.4,0.047,48.0,148.0,0.99168,3.5,0.49,10.4,5
2970,5.3,red,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.6,7
